Name,Location,Latitude,Longitude
 Thousand Oaks,"245 N Moorpark Rd , Thousand Oaks , CA , (805) 373 6546",-118.87607,34.18196
 Thousand Oaks,"1908 E Avenida De Los Arboles , Thousand Oaks , CA , (805) 493 2148",-118.84297,34.21104
 Thousand Palms,"72246 Varner Rd , Thousand Palms , CA , (760) 343 5698",-116.40277,33.81853
 Three Rivers,"1026 W Michigan Ave , Three Rivers , MI , (616) 278 6605",-85.64545,41.94241
 Thurmont,"427 N Church St , Thurmont , MD , (301) 271 1041",-77.41086,39.63191
 Tiffin,"1760 E Oh 18 , Tiffin , OH , (419) 448 8915",-83.09801,41.12448
 Tifton,"1504 Us 82 W , Tifton , GA , (229) 382 7888",-83.53825,31.44747
 Tillamook,"2220 Main Ave N , Tillamook , OR , (503) 842 5603",-123.84444,45.47265
 Tilton,"25 Tilton Rd , Tilton , NH , (603) 286 8573",-71.56631,43.45382
 Tinley Park,"18301 Harlem Ave , Tinley Park , IL , (708) 532 3696",-87.7924,41.55835
 Tinley Park,"6999 159th St , Tinley Park , IL , (708) 460 4484",-87.78956,41.60233
 Tinton Falls,"15 Newman Springs Rd , Tinton Falls , NJ , (732) 219 3880",-74.076,40.33706
 Tipp City,"952 W Main St , Tipp City , OH , (937) 667 5566",-84.18549,39.96074
 Tipton,"868 E Jefferson St , Tipton , IN , (765) 675 9482",-86.02855,40.28294
 Titusville,"3293 Columbia Blvd , Titusville , FL , (321) 264 4610",-80.84387,28.55366
 Titusville,"11 S Washington Ave , Titusville , FL , (321) 266 2445",-80.80737,28.61519
 Titusville,"213 S Franklin St , Titusville , PA , (814) 827 9608",-79.67348,41.62503
 Toledo,"7447 W Central Ave , Toledo , OH , (419) 841 8616",-83.72149,41.6737
 Toledo,"3130 N Holland Sylvania Rd , Toledo , OH , (419) 841 7825",-83.68262,41.67695
 Toledo,"33 S Reynolds Rd , Toledo , OH , (419) 536 6777",-83.66425,41.63815
 Toledo,"4870 Monroe St , Toledo , OH , (419) 475 8504",-83.6356,41.69566
 Toledo,"1940 S Byrne Rd , Toledo , OH , (419) 382 6900",-83.62601,41.60346
 Toledo,"1441 Secor Rd , Toledo , OH , (419) 535 1638",-83.62199,41.65387
 Toledo,"4010 Monroe St , Toledo , OH , (419) 471 9880",-83.59834,41.67812
 Toledo,"1856 W Laskey Rd , Toledo , OH , (419) 472 2808",-83.58907,41.707
 Toledo,"1110 W Alexis Rd , Toledo , OH , (419) 476 6542",-83.56911,41.7216
 Toledo,"902 Phillips Ave , Toledo , OH , (419) 476 5151",-83.56333,41.69208
 Toledo,"910 Western Ave , Toledo , OH , (419) 255 1137",-83.56224,41.63466
 Toledo,"802 Front St , Toledo , OH , (419) 691 8962",-83.52136,41.64966
 Toledo,"1535 E Alexis Rd , Toledo , OH , (419) 727 5500",-83.51112,41.72299
 Tomball,"28534 Tomball Pky , Tomball , TX , (281) 351 8919",-95.63194,30.08821
 Toms River,"803 Rt 37 W , Toms River , NJ , (732) 797 7500",-74.23589,39.97107
 Toms River,"44 Rt 37 E , Toms River , NJ , (732) 244 9588",-74.19618,39.96386
 Toms River,"1201 Hooper Ave , Toms River , NJ , (732) 244 5421",-74.18209,39.98017
 Toms River,"925 Fischer Blvd , Toms River , NJ , (732) 506 6295",-74.13763,39.97569
 Tooele,"2220 Highway 36 , Tooele , UT , (435) 882 2911",-112.29519,40.57067
 Topeka,"6002 Sw 10th Ave , Topeka , KS , (785) 272 9566",-95.76198,39.05097
 Topeka,"1800 Sw 10th Ave , Topeka , KS , (785) 232 6978",-95.69929,39.05145
 Topeka,"3690 Sw Topeka Blvd , Topeka , KS , (785) 267 1900",-95.68745,39.0009
 Topeka,"1101 S Kansas Ave , Topeka , KS , (785) 232 8066",-95.67648,39.04441
 Topeka,"2817 Se California Ave , Topeka , KS , (785) 267 5239",-95.6518,39.0164
 Torrance,"5326 Torrance Blvd , Torrance , CA , (310) 540 3005",-118.37042,33.83746
 Torrance,"18201 Crenshaw Blvd , Torrance , CA , (310) 538 2549",-118.32657,33.86548
 Torrance,"1311 W Carson St , Torrance , CA , (310) 320 2192",-118.29991,33.83168
 Torrance,"865 Sepulveda Blvd , Torrance , CA , (310) 539 1800",-118.28967,33.81011
 Torrington,"416 Winsted Rd , Torrington , CT , (860) 489 1520",-73.11333,41.82551
 Torrington,"451 E Main St , Torrington , CT , (860) 482 4018",-73.11176,41.80706
 Towanda,"York Ave And Rr 6 , Towanda , PA , (570) 265 5242",-76.44942,41.78229
 Towson,"103 E Joppa Rd , Towson , MD , (410) 296 5131",-76.60059,39.40189
 Towson,"1043 Taylor Ave , Towson , MD , (410) 337 7353",-76.57462,39.38407
 Trafalgar,"10 Trafalgar Sq , Trafalgar , IN , (317) 878 5342",-86.15885,39.41147
 Travelers Rest,"6417 State Park Rd , Travelers Rest , SC , (864) 834 5282",-82.43027,34.96356
 Tremonton,"2267 W Main St , Tremonton , UT , (435) 257 4380",-112.19906,41.7108
 Trenton,"70 White Oak Gap Rd , Trenton , GA , (706) 657 6740",-85.53516,34.87343
 Trenton,"18737 West Rd , Trenton , MI , (734) 675 3173",-83.22117,42.14072
 Trenton,"1673 N Olden Avenue Ext , Trenton , NJ , (609) 620 3740",-74.7639,40.24577
 Trenton,"1839 Us 1 , Trenton , NJ , (609) 695 9046",-74.73414,40.24469
 Trenton,"1700 Nottingham Way , Trenton , NJ , (609) 584 6957",-74.71552,40.2327
 Trenton,"2700 S Broad St , Trenton , NJ , (609) 888 3652",-74.71207,40.19127
 Trenton,"3160 Quaker Bridge Rd , Trenton , NJ , (609) 584 6208",-74.68605,40.24807
 Triangle,"18621 Jefferson Davis Hwy , Triangle , VA , (703) 445 9599",-77.33601,38.54647
 Trinidad,"1920 Freedom Rd , Trinidad , CO , (719) 846 9445",-104.49756,37.18566
 Troutdale,"25135 Se Stark St , Troutdale , OR , (503) 669 2950",-122.40457,45.51924
 Troutdale,"366 Nw Frontage Rd , Troutdale , OR , (503) 661 4949",-122.39183,45.5443
 Troutville,"624 Sunset Ave , Troutville , VA , (540) 992 3100",-79.88612,37.42085
 Troy,"2 Front St , Troy , MO , (636) 462 5181",-90.9766,38.98728
 Troy,"708 Edwardsville Rd , Troy , IL , (618) 667 8390",-89.90195,38.73211
 Troy,"832 Us 231 , Troy , AL , (334) 566 6450",-85.95895,31.78403
 Troy,"1829 W Main St , Troy , OH , (937) 339 6263",-84.23804,40.0549
 Troy,"950 E Big Beaver Rd , Troy , MI , (248) 689 4436",-83.12961,42.56281
 Troy,"4889 Rochester Rd , Troy , MI , (248) 689 8606",-83.12919,42.59044
 Troy,"35 E 14 Mile Rd , Troy , MI , (248) 589 1367",-83.10666,42.53446
 Truckee,"11355 Deerfield Dr , Truckee , CA , (530) 587 3513",-120.20873,39.32031
 Trumann,"400 Highway 63 , Trumann , AR , (870) 483 5627",-90.57305,35.55371
 Tucker,"4094 Lawrenceville Hwy , Tucker , GA , (770) 938 9372",-84.21435,33.85085
 Tucson,"8328 N Cortaro Rd , Tucson , AZ , (520) 579 3422",-111.09164,32.35721
 Tucson,"3781 W Ina Rd , Tucson , AZ  , (520) 744 2757",-111.04623,32.33732
 Tucson,"1960 W River Rd , Tucson , AZ , (520) 888 9080",-111.01543,32.30565
 Tucson,"1681 W Valencia Rd , Tucson , AZ , (520) 741 1907",-111.00075,32.13359
 Tucson,"1370 W Ajo Way , Tucson , AZ  , (520) 294 6719",-110.99399,32.17797
 Tucson,"871 W Saint Marys Rd , Tucson , AZ , (520) 624 3228",-110.98386,32.22937
 Tucson,"454 W Grant Rd , Tucson , AZ , (520) 622 9865",-110.97933,32.25038
 Tucson,"4500 N Oracle Rd , Tucson , AZ , (520) 293 1991",-110.97798,32.28895
 Tucson,"1763 E Prince Rd , Tucson , AZ , (520) 325 3534",-110.94548,32.27232
 Tucson,"1005 N Campbell Ave , Tucson , AZ , (520) 323 8553",-110.94418,32.23505
 Tucson,"2040 E Irvington Rd , Tucson , AZ , (520) 889 8389",-110.9412,32.16308
 Tucson,"2520 E Valencia Rd , Tucson , AZ , (520) 573 6926",-110.9339,32.13391
 Tucson,"15320 N Oracle Rd , Tucson , AZ , (520) 818 1040",-110.92203,32.4837
 Tucson,"2402 N Alvernon Way , Tucson , AZ , (520) 325 1008",-110.90958,32.25103
 Tucson,"4303 E 22nd St , Tucson , AZ , (520) 790 5263",-110.90041,32.20721
 Tucson,"5601 N Swan Rd , Tucson , AZ , (520) 577 8680",-110.89276,32.30867
 Tucson,"5524 E Grant Rd , Tucson , AZ , (520) 886 1008",-110.8745,32.25048
 Tucson,"10 N Wilmot Rd , Tucson , AZ , (520) 886 8436",-110.8577,32.22172
 Tucson,"7006 E Golf Links Rd , Tucson , AZ  , (520) 790 9647",-110.8434,32.19176
 Tullahoma,"1704 N Jackson St , Tullahoma , TN , (931) 393 2090",-86.22842,35.38075
 Tulsa,"1306 E 71st St , Tulsa , OK , (918) 493 2345",-95.97533,36.06047
 Tulsa,"3242 E 11th St , Tulsa , OK , (918) 592 2414",-95.94113,36.14767
 Tulsa,"2030 S Sheridan Rd , Tulsa , OK , (918) 834 1190",-95.90469,36.13435
 Tulsa,"7939 E 41st St , Tulsa , OK , (918) 627 5350",-95.8879,36.10455
 Tulsa,"11020 S Memorial Dr , Tulsa , OK , (918) 369 8027",-95.88684,36.00447
 Tulsa,"15 S Memorial Dr , Tulsa , OK , (918) 835 7583",-95.88657,36.16044
 Tulsa,"8310 E 71st St , Tulsa , OK , (918) 250 3860",-95.88332,36.06068
 Tulsa,"10728 E 81st St , Tulsa , OK , (918) 250 8558",-95.85392,36.0462
 Tulsa,"6041 S Garnett Rd , Tulsa , OK , (918) 250 1795",-95.85088,36.07616
 Tulsa,"11316 E 21st St , Tulsa , OK , (918) 438 1831",-95.85071,36.13327
 Tulsa,"16504 E Admiral Pl , Tulsa , OK , (918) 439 3232",-95.79417,36.1605
 Tunkhannock,"801 Pa 29 , Tunkhannock , PA , (570) 836 4010",-75.95215,41.52146
 Tupelo,"840 W Main St , Tupelo , MS , (662) 844 5846",-88.71625,34.25739
 Tupelo,"847 Barnes Crossing Rd , Tupelo , MS , (601) 840 1910",-88.70552,34.31541
 Tuscaloosa,"2515 Stillman Blvd , Tuscaloosa , AL , (205) 752 1793",-87.56841,33.20541
 Tuscaloosa,"1500 10th Ave , Tuscaloosa , AL , (205) 345 5229",-87.55079,33.19908
 Tuscaloosa,"1601 Mcfarland Blvd N , Tuscaloosa , AL , (205) 752 8001",-87.54058,33.23379
 Tuscaloosa,"3808 Mcfarland Blvd E , Tuscaloosa , AL , (205) 553 3616",-87.52487,33.17434
 Tuscaloosa,"4900 Skyland Blvd E , Tuscaloosa , AL , (205) 554 1900",-87.47108,33.17632
 Tuscumbia,"105 Highway 72 W , Tuscumbia , AL , (256) 383 9262",-87.70387,34.71446
 Tuskegee,"504 N Main St , Tuskegee , AL , (334) 727 5699",-85.69321,32.4271
 Tustin,"14601 Red Hill Ave , Tustin , CA  , (714) 730 2603",-117.8223,33.72684
 Tustin,"13421 Newport Ave , Tustin , CA , (714) 838 1600",-117.81582,33.74461
 Tustin,"13221 Jamboree Rd   , Tustin ,  CA , (714) 838 5072",-117.7883,33.72916
 Twentynine Palms,"71707 Twentynine Palms Hwy , Twentynine Palms , CA , (760) 367 2111",-116.09752,34.13527
 Twin Falls,"360 Blue Lakes Blvd N , Twin Falls , ID , (208) 734 9696",-114.46017,42.56812
 Twinsburg,"2532 E Aurora Rd , Twinsburg , OH , (216) 544 2555",-81.44709,41.31127
 Tyrone,"1100 Pennsylvania Ave , Tyrone , PA , (814) 684 1106",-78.23768,40.67185
 Union,"506 N Duncan Byp , Union , SC , (864) 427 7730",-81.63889,34.72528
 Union,"2310 Us 22 , Union , NJ , (732) 688 9737",-74.29134,40.69039
 Union City,"1700 W Reelfoot Ave , Union City , TN , (901) 884 1070",-89.07859,36.41166
 Union City,"4636 Jonesboro Rd , Union City , GA , (770) 964 9522",-84.53932,33.56846
 Union City,"3501 Bergenline Ave , Union City , NJ , (201) 348 9634",-74.02804,40.77385
 Union Grove,"1141 15th Ave , Union Grove , WI , (262) 878 4148",-88.0536,42.68092
 Uniontown,"1531 Boettler Rd  #F , Uniontown , OH ,",-88.11271,30.67653
 Uniontown,"431 W Main St , Uniontown , PA , (724) 439 2133",-79.74055,39.90697
 Upland,"910 N Mountain Ave , Upland , CA , (909) 946 5464",-117.67004,34.10519
 Upland,"5038 S Kay Bee Dr , Upland , IN , (765) 998 7270",-85.49342,40.44563
 Upper Darby Twp,"461 S 69th St , Upper Darby Twp , PA , (610) 352 5553",-75.25723,39.95289
 Upper Sandusky,"1583 E Wyandot Ave , Upper Sandusky , OH , (419) 294 3998",-83.24731,40.83297
 Urbana,"166 Jefferson Ave , Urbana , OH , (937) 653 6900",-83.73768,40.10787
 Urbandale,"4950 Merle Hay Rd , Urbandale , IA , (515) 270 2799",-93.69823,41.65073
 Utica,"50787 Van Dyke Ave , Utica , MI , (586) 739 5390",-83.03397,42.66796
 Valdosta,"4598 N Valdosta Rd , Valdosta , GA , (229) 247 6593",-83.35368,30.89495
 Valdosta,"1164 N Saint Augustine Rd , Valdosta , GA , (229) 247 2724",-83.3217,30.84034
 Valdosta,"2007 W Hill Ave , Valdosta , GA , (229) 247 4056",-83.31491,30.81886
 Valley,"2910 20th Ave , Valley , AL , (334) 768 4030",-85.18295,32.84592
 Valley City,"1425 W Main St , Valley City , ND , (701) 845 5275",-98.02241,46.91811
 Valley Forge,"Pennsylvania Turnpike Toll Plz , Valley Forge , PA , (610) 293 1887",-75.44736,40.09567
 Valley Park,"2093 Smizer Station Rd , Valley Park , MO , (314) 225 7700",-90.49416,38.53279
 Valley Springs,"200 E Highway 12 , Valley Springs , CA , (209) 772 2800",-120.82565,38.19249
 Valley Stream,"181 W Merrick Rd , Valley Stream , NY , (516) 561 9411",-73.70399,40.66663
 Valparaiso,"374 W Us 6 , Valparaiso , IN , (219) 763 9666",-87.13837,41.55016
 Valparaiso,"555 W Morthland Dr , Valparaiso , IN , (219) 763 6734",-87.06792,41.45963
 Valparaiso,"807 E Lincolnway , Valparaiso , IN , (219) 464 4672",-87.05094,41.468
 Valparaiso,"2921 Calumet Ave , Valparaiso , IN , (219) 465 5420",-87.04557,41.49464
 Valrico,"2019 Lumsden Rd , Valrico , FL , (813) 684 9920",-82.25243,27.92321
 Valrico,"2117 Sr 60 E , Valrico , FL , (813) 655 5654",-82.25147,27.93767
 Van Nuys,"15554 Roscoe Blvd , Van Nuys , CA , (818) 892 5411",-118.4711,34.22124
 Van Wert,"1101 S Shannon St , Van Wert , OH , (419) 238 3675",-84.59734,40.85862
 Vancouver,"7625 Ne Highway 99 , Vancouver , WA , (360) 694 8838",-122.66212,45.67726
 Vancouver,"13308 Ne Highway 99 , Vancouver , WA , (360) 573 7624",-122.65269,45.71745
 Vancouver,"6717 Ne 84th St , Vancouver , WA , (360) 574 3000",-122.60354,45.68375
 Vancouver,"5513 Ne Gher Rd , Vancouver , WA , (360) 256 1733",-122.56011,45.66361
 Vancouver,"11300 Se Mill Plain Blvd , Vancouver , WA , (360) 254 9154",-122.55569,45.62108
 Vandalia,"701 Veterans Ave , Vandalia , IL , (618) 283 1428",-89.0974,38.97704
 Vandalia,"352 E National Rd , Vandalia , OH , (937) 264 6400",-84.19347,39.89111
 Vandergrift,"100 Washington Ave , Vandergrift , PA , (724) 567 7156",-79.56428,40.60545
 Varina,"1299 N Main St Fuquay , Varina , NC , (919) 552 1045",-78.77885,35.59196
 Venice,"415 Us 41 Byp N  , Venice , FL , (941) 485 1174",-82.43555,27.10538
 Ventura,"21 W Main St , Ventura , CA , (805) 643 8072",-119.30119,34.28126
 Ventura,"4393 E Main St , Ventura , CA , (805) 658 2051",-119.2336,34.26276
 Ventura,"5950 Telegraph Rd , Ventura , CA , (805) 644 4851",-119.21402,34.27797
 Vermilion,"4855 Liberty Ave , Vermilion , OH , (440) 967 6080",-82.35294,41.42394
 Vermillion,"707 E Cherry St , Vermillion , SD , (605) 624 7070",-96.92124,42.78656
 Vernon,"314 Rt 94 , Vernon , NJ , (973) 764 8898",-74.4825,41.19876
 Vernon,"75 Reservoir Rd , Vernon , CT , (860) 875 8880",-72.43047,41.85611
 Vernon Rockville,"304 Hartford Tpke , Vernon Rockville , CT , (860) 872 1887",-72.49084,41.82672
 Vero Beach,"5790 20th St , Vero Beach , FL , (772) 562 7457",-80.44623,27.63902
 Vero Beach,"1928 Us Highway 1 , Vero Beach , FL , (772) 567 5031",-80.38899,27.63667
 Vero Beach,"2065 S Us 1 , Vero Beach , FL , (772) 562 4040",-80.36991,27.56378
 Verona,"10 Quicks Mill Rd , Verona , VA , (540) 248 2730",-79.00867,38.20263
 Vicksburg,"3121 Halls Ferry Rd , Vicksburg , MS , (601) 638 7294",-90.8765,32.32335
 Victoria,"8501 N Navarro St , Victoria , TX , (361) 575 5545",-96.99784,28.87278
 Victorville,"12077 Palmdale Rd   , Victorville ,  CA , (760) 949 8889",-117.40019,34.50656
 Victorville,"14698 Bear Valley Rd , Victorville , CA , (760) 241 5700",-117.34287,34.47045
 Victorville,"14420 Valley Center Dr   , Victorville ,  CA , (760) 245 2373",-117.32138,34.51274
 Victorville,"14420 Outer 7th St , Victorville , CA , (760) 245 2373",-117.31712,34.51313
 Victorville,"12925 Hesperia Rd , Victorville , CA , (760) 243 4995",-117.28996,34.48616
 Vidalia,"1115 Carter St , Vidalia , LA , (318) 336 5522",-91.43614,31.56962
 Vidalia,"2303 E 1st St , Vidalia , GA , (912) 537 4947",-82.38189,32.208
 Vienna,"111 Grand Central Ave , Vienna , WV , (304) 485 1201",-81.54916,39.30266
 Vienna,"373 Timberline Pkwy , Vienna , WV , (304) 865 2222",-81.52193,39.3415
 Villa Park,"722 S Summit Ave , Villa Park , IL , (630) 620 7799",-87.97401,41.87594
 Villa Rica,"584 Carrollton Villa Rica Hwy , Villa Rica , GA , (770) 456 7469",-84.93759,33.71586
 Villa Ridge,"109 Highway At , Villa Ridge , MO , (636) 742 2011",-90.85854,38.46849
 Vincennes,"1002 N 1st St , Vincennes , IN , (812) 885 5933",-87.52036,38.68702
 Vincennes,"2575 Hart St , Vincennes , IN , (812) 886 5080",-87.50588,38.65766
 Vineland,"316 N Delsea Dr , Vineland , NJ , (856) 692 9635",-75.0429,39.49105
 Vineland,"3849 S Delsea Dr , Vineland , NJ , (856) 327 9717",-75.04021,39.43123
 Vineland,"395 S Main Rd , Vineland , NJ , (856) 794 2410",-75.00083,39.47911
 Virginia Beach,"5832 Northampton Blvd , Virginia Beach , VA , (757) 460 9581",-76.18711,36.88125
 Virginia Beach,"5572 Princess Anne Rd , Virginia Beach , VA , (757) 499 8335",-76.17963,36.83736
 Virginia Beach,"1386 Fordham Dr , Virginia Beach , VA , (757) 420 5008",-76.17734,36.79935
 Virginia Beach,"564 Newtown Rd , Virginia Beach , VA , (757) 473 9760",-76.17584,36.85864
 Virginia Beach,"4875 Virginia Beach Blvd , Virginia Beach , VA , (757) 499 1865",-76.14497,36.84342
 Virginia Beach,"998 Independence Blvd , Virginia Beach , VA , (757) 464 4926",-76.13354,36.87123
 Virginia Beach,"4357 Shore Dr , Virginia Beach , VA , (757) 464 4421",-76.12227,36.90488
 Virginia Beach,"3952 Holland Rd , Virginia Beach , VA , (757) 463 2422",-76.11118,36.81644
 Virginia Beach,"3648 Virginia Beach Blvd , Virginia Beach , VA , (757) 340 7337",-76.09731,36.84078
 Virginia Beach,"2708 N Mall Dr , Virginia Beach , VA , (757) 463 2870",-76.06819,36.82076
 Virginia Beach,"1336 N Great Neck Rd , Virginia Beach , VA , (757) 481 7310",-76.04003,36.87658
 Virginia Beach,"545 First Colonial Rd , Virginia Beach , VA , (757) 491 6441",-76.02147,36.84709
 Virginia Beach,"1609 General Booth Blvd , Virginia Beach , VA , (757) 721 5348",-75.99993,36.78547
 Virginia Beach,"524 Laskin Rd , Virginia Beach , VA , (757) 422 3774",-75.98289,36.8586
 Vista,"330 W Vista Way , Vista , CA , (760) 726 3072",-117.24937,33.19725
 Vista,"377 Vista Village Dr , Vista , CA , (760) 940 8406",-117.2466,33.20042
 Vista,"1650 S Melrose Dr , Vista , CA , (760) 598 1645",-117.24628,33.166
 Voorhees,"341 S Burnt Mill Rd , Voorhees , NJ , (856) 428 9854",-75.007,39.85068
 Wabash,"1209 N Cass St , Wabash , IN , (260) 569 1000",-85.83517,40.81244
 Waco,"1210 N Valley Mills Dr , Waco , TX , (254) 776 1116",-97.18917,31.5308
 Waco,"1500 Interstate 35 S , Waco , TX , (254) 753 5101",-97.12914,31.5379
 Wadena,"849 Jefferson St N , Wadena , MN , (218) 631 3351",-95.12928,46.44895
 Wadesboro,"106 Odom St , Wadesboro , NC , (910) 521 8048",-80.07404,34.97413
 Wadesboro,"1049 E Caswell St , Wadesboro , NC , (704) 694 6390",-80.0608,34.96581
 Wadsworth,"994 High St , Wadsworth , OH , (330) 334 5510",-81.72897,41.04997
 Wahoo,"354 N Chestnut St , Wahoo , NE , (402) 443 4434",-96.62243,41.20859
 Wahpeton,"924 Dakota Ave , Wahpeton , ND , (701) 642 1237",-96.61333,46.2641
 Waianae,"86 120 Farrington Hwy , Waianae , HI , (808) 696 8000",-158.18465,21.43542
 Waipahu,"94 136 Farrington Hwy , Waipahu , HI , (808) 677 8677",-158.02165,21.37894
 Wake Forest,"12301 Capital Blvd , Wake Forest , NC , (919) 556 3585",-78.5388,35.98254
 Wakefield,"126 Old Tower Hill Rd , Wakefield , RI , (401) 789 7479",-71.48362,41.44225
 Waldorf,"1110 Smallwood Dr W , Waldorf , MD , (301) 645 1044",-76.92866,38.6132
 Waldorf,"2375 Crain Hwy , Waldorf , MD , (301) 645 2055",-76.89056,38.64574
 Waldwick,"45 Franklin Tpke , Waldwick , NJ , (201) 447 9866",-74.1195,41.01064
 Walhalla,"3820 Blue Ridge Blvd , Walhalla , SC , (864) 638 5118",-83.05505,34.76226
 Walker,"27931 Old South Walker Rd , Walker , LA , (225) 664 2864",-90.86172,30.47426
 Walkersville,"111 Walkers Village Way , Walkersville , MD , (301) 845 9810",-77.34084,39.48531
 Walled Lake,"1113 E West Maple Rd , Walled Lake , MI , (248) 624 2114",-83.47722,42.53838
 Walled Lake,"3433 E West Maple Rd , Walled Lake , MI , (248) 960 7787",-83.43935,42.54205
 Wallingford,"888 N Colony Rd , Wallingford , CT , (203) 265 2726",-72.80995,41.4823
 Walnut,"20701 Amar Rd , Walnut , CA , (909) 468 3672",-117.8503,34.0424
 Walnutport,"201 S Best Ave , Walnutport , PA , (610) 767 4669",-75.59292,40.75529
 Walterboro,"1262 Sniders Hwy , Walterboro , SC , (843) 538 7665",-80.71193,32.87985
 Walterboro,"1116 Sniders Hwy , Walterboro , SC , (843) 538 2267",-80.70892,32.88052
 Walterboro,"1103 Bells Hwy , Walterboro , SC , (843) 538 3735",-80.6814,32.92305
 Waltham,"881 Moody St , Waltham , MA , (781) 891 5612",-71.23931,42.36131
 Waltham,"822 Lexington St , Waltham , MA , (781) 893 3002",-71.23426,42.40325
 Walton,"160 Richwood Rd , Walton , KY , (859) 485 1444",-84.62686,38.91806
 Walworth,"106 State Road 67 , Walworth , WI , (262) 275 5313",-88.58913,42.53135
 Wanatah,"10013 W Us 30 , Wanatah , IN , (219) 773 1332",-86.89164,41.43424
 Wantagh,"1131 Wantagh Ave , Wantagh , NY , (516) 679 9191",-73.50718,40.69549
 Wapakoneta,"1350 Bellefontaine St , Wapakoneta , OH , (419) 738 9866",-84.17572,40.56386
 Wappingers Falls,"845 South Rd , Wappingers Falls , NY , (845) 297 4942",-73.91182,41.60934
 Ware Shoals,"7604 Highway 25 N , Ware Shoals , SC , (864) 456 4538",-82.22282,34.37167
 Warminster,"580 E Street Rd , Warminster , PA , (215) 675 5423",-75.06552,40.18704
 Warner Robins,"851 Warren Dr , Warner Robins , GA , (478) 218 7100",-83.66613,32.55465
 Warner Robins,"201 Russell Pky , Warner Robins , GA , (478) 329 9990",-83.62746,32.59376
 Warren,"2411 E 8 Mile Rd , Warren , MI , (586) 759 6446",-83.0776,42.44755
 Warren,"24840 Ryan Rd , Warren , MI , (586) 758 3806",-83.06493,42.47545
 Warren,"27700 Mound Rd , Warren , MI , (586) 558 3225",-83.04588,42.49685
 Warren,"23027 Van Dyke Ave , Warren , MI , (586) 756 3850",-83.02686,42.46335
 Warren,"27010 Hoover Rd , Warren , MI , (586) 754 8070",-83.0064,42.49298
 Warren,"20800 Groesbeck Hwy , Warren , MI , (586) 773 4660",-83.00175,42.44993
 Warren,"31208 Schoenherr Rd , Warren , MI , (586) 294 3670",-82.98815,42.52369
 Warren,"25058 Schoenherr Rd , Warren , MI , (586) 771 8211",-82.98656,42.47898
 Warren,"2880 W Market St , Warren , OH , (330) 898 6800",-80.85854,41.23777
 Warren,"4359 Mahoning Ave Nw , Warren , OH , (330) 847 8696",-80.84364,41.27964
 Warren,"161 Main Ave Sw , Warren , OH , (330) 399 2545",-80.81593,41.21273
 Warren,", Warren , OH , (330) 856 4567",-80.81281,41.2362
 Warren,"3410 Elm Rd Ne , Warren , OH , (330) 372 2112",-80.78247,41.26636
 Warren,"8100 E Market St , Warren , OH , (216) 856 3223",-80.74552,41.23832
 Warren,"609 Metacom Ave , Warren , RI , (401) 245 7714",-71.26897,41.71912
 Warrenton,"1002 N Mo 47 , Warrenton , MO , (636) 456 1661",-91.13834,38.82255
 Warrenton,"34 Broadview Ave , Warrenton , VA , (540) 347 3199",-77.80762,38.71869
 Warrenville,"2s159 Il 59 , Warrenville , IL , (630) 393 6009",-88.20222,41.83923
 Warrington,"60 Easton Rd , Warrington , PA , (215) 918 8881",-75.13972,40.21471
 Warsaw,"2920 Frontage Rd , Warsaw , IN , (574) 269 2676",-85.8186,41.23771
 Warwick,"8 Oakland Ave , Warwick , NY , (845) 986 9600",-74.36024,41.25536
 Warwick,"1010 Bald Hill Rd , Warwick , RI , (401) 828 6391",-71.48932,41.71146
 Warwick,"400 Bald Hill Rd , Warwick , RI , (401) 732 5357",-71.47995,41.7265
 Warwick,"70 Centerville Rd , Warwick , RI , (401) 737 3033",-71.46235,41.6983
 Warwick,"1748 Post Rd , Warwick , RI , (401) 738 6166",-71.436,41.73338
 Warwick,"2615 W Shore Rd , Warwick , RI , (401) 739 2212",-71.4166,41.70559
 Wasco,"2101 Highway 46 , Wasco , CA , (661) 758 4100",-119.34943,35.60143
 Washington,"1940 Washington Xing , Washington , MO , (636) 390 3939",-91.00783,38.5374
 Washington,"800 Country Corners Shop Ct , Washington , MO , (636) 239 5768",-91.00706,38.5384
 Washington,"2410 State Road 57 , Washington , IN , (812) 254 1641",-87.16822,38.69066
 Washington,"66021 Van Dyke Rd , Washington , MI , (586) 752 2524",-83.01408,42.78008
 Washington,"775 Jefferson Ave , Washington , PA , (724) 225 2026",-80.26022,40.1787
 Washington,"180 Murtland Ave , Washington , PA , (724) 228 2508",-80.23309,40.18146
 Washington,"4422 Connecticut Ave Nw , Washington , DC , (202) 363 8218",-77.06535,38.947
 Washington,"1429 Carolina Ave , Washington , NC , (252) 946 7700",-77.06054,35.55976
 Washington,"2012 P St Nw , Washington , DC , (202) 223 2716",-77.04546,38.90951
 Washington,"1771 Columbia Rd Nw , Washington , DC , (202) 986 9530",-77.04172,38.92349
 Washington,"1606 K St Nw , Washington , DC , (202) 296 3668",-77.03727,38.90221
 Washington,"6825 16th St Nw , Washington , DC , (202) 726 1568",-77.03613,38.97252
 Washington,"2730 Georgia Ave Nw , Washington , DC , (202) 234 1740",-77.02283,38.92583
 Washington,"501 G St Nw , Washington , DC , (202) 682 4970",-77.01903,38.89839
